-0.89472,0.23044,0
-1.07729,0.03558,0
-0.90765,-0.58176,0
0.00892,-0.54290,1
0.65407,-0.74560,0
-0.22535,-0.59101,1
-0.97505,-0.27740,0
-0.59102,0.74816,0
0.10180,0.56085,1
0.28038,-0.52719,1
-0.38445,-0.49751,1
0.20589,-0.48238,1
0.61364,0.18417,1
0.53561,-0.19159,1
-0.56330,-0.06529,1
0.53056,-0.30230,1
0.26745,0.65630,1
-0.07013,0.67374,1
-0.60777,0.02229,1
0.54306,-0.12298,1
0.97552,-0.33584,0
-0.54437,0.31148,1
-0.03341,0.98946,0
0.57126,-0.87181,0
0.73270,-0.74131,0
-0.17625,-0.92916,0
0.96068,0.04689,0
0.70346,-0.48671,0
-0.30426,-0.89489,0
-0.28390,0.93371,0
1.04359,0.23183,0
-0.17856,-0.61205,1
1.03036,0.02195,0
1.02745,0.03366,0
-0.89273,-0.34826,0
0.60464,-0.24731,1
-0.40573,0.56379,1
-0.97991,0.11249,0
-0.20863,0.48761,1
0.39920,-0.46851,1
-0.55166,0.09043,1
0.25559,0.90221,0
0.37749,0.45815,1
0.25805,0.57699,1
-0.43260,0.37319,1
-0.18480,0.92176,0
-0.09749,0.61053,1
-0.53533,0.45385,1
-0.25828,0.55642,1
-0.50565,0.31131,1
0.44625,0.94189,0
-0.26297,0.45801,1
0.88500,-0.46352,0
0.85868,-0.59512,0
0.82184,0.56331,0
-0.41854,0.44231,1
0.26475,-0.49291,1
0.60667,-0.01829,1
0.96498,0.08900,0
-0.08705,-0.95231,0
-0.93854,-0.47561,0
0.02783,0.48775,1
0.62512,-0.80320,0
-0.61317,-0.06364,1
0.08991,-0.99746,0
-0.06024,-1.01996,0
-0.25184,-0.52056,1
0.93517,0.61978,0
0.00663,0.71406,1
-0.54740,-0.82292,0
-0.95612,0.09652,0
0.38156,-0.58224,1
0.38496,-0.46479,1
-0.33468,-0.47373,1
0.04112,0.64989,1
-1.01180,0.06233,0
0.91322,-0.53208,0
0.62180,0.04578,1
0.52863,0.30983,1
0.93142,0.15811,0
-0.22250,-0.93929,0
-0.25314,-0.55247,1
-0.06339,-0.63638,1
1.00740,-0.13845,0
0.06426,1.03533,0
-0.57332,0.23337,1
-0.15182,-0.51840,1
0.89830,0.37610,0
0.31231,-0.48784,1
0.91672,0.33052,0
0.47938,-0.45380,1
-0.94445,-0.04495,0
-0.50090,0.30488,1
-0.88423,0.46388,0
0.09744,0.64402,1
0.53115,0.41605,1
0.81431,0.34403,0
-0.60787,0.03390,1
0.89721,-0.45205,0
0.03245,1.01680,0
0.37833,0.92629,0
0.44835,0.43417,1
-0.39641,-0.33060,1
0.57988,0.07086,1
0.08066,-0.97047,0
-0.56444,-0.82242,0
0.59996,0.12103,1
0.39885,0.41314,1
-0.47865,0.45219,1
1.01194,-0.16110,0
-0.68700,-0.85946,0
-0.68205,-0.14247,1
-0.21504,-0.57635,1
0.61140,-0.30954,1
0.20577,0.93102,0
0.08885,-0.58897,1
-0.63727,-0.16393,1
0.37290,-0.45135,1
-0.45476,0.37541,1
0.32137,-0.53950,1
-0.32455,0.46049,1
-0.27962,0.92783,0
-0.42833,-0.52045,1
-0.36447,-0.80172,0
-0.20991,-0.56279,1
0.17071,0.98562,0
0.67093,0.81335,0
0.80632,-0.66809,0
-0.83977,0.35285,0
-0.85388,-0.28647,0
-0.28898,0.50349,1
-0.81064,-0.43135,0
-0.10319,0.71191,1
0.63026,-0.80525,0
-0.00269,-1.05277,0
0.24634,-0.56399,1
-0.50545,0.37673,1
-0.35354,-0.93743,0
-0.55887,-0.11878,1
-0.01911,-0.55919,1
0.45191,0.36303,1
0.85421,-0.66970,0
0.51219,0.80252,0
-0.18803,0.52036,1
0.21329,0.51056,1
0.74989,0.63939,0
-0.97824,0.11831,0
0.35642,0.35736,1
0.48901,0.29487,1
-1.02464,0.36417,0
0.54377,0.33931,1
-0.64633,-0.69170,0
-0.10524,-0.53880,1
0.49768,1.03940,0
-0.53834,0.19247,1
0.88624,-0.25723,0
0.56453,-0.07628,1
-0.65638,-0.24680,1
0.92591,0.50503,0
-0.69257,0.71786,0
0.59236,-0.24232,1
0.50439,-0.42763,1
-0.04249,-0.54892,1
0.33682,-0.49721,1
-0.41349,-0.39559,1
0.39297,-0.89996,0
0.12896,-0.62080,1
0.57592,-0.80729,0
0.20247,-0.56647,1
-0.46917,-0.42734,1
0.65970,0.79990,0
-0.85329,-0.61737,0
0.27027,0.91966,0
-0.46020,-0.28308,1
0.79420,0.54857,0
-0.40519,0.40417,1
0.41094,-0.98196,0
0.08862,-0.56102,1
-0.04346,0.61511,1
-0.38148,0.97852,0
0.25819,-0.54143,1
-0.05765,-1.07009,0
0.55731,0.73246,0
-0.42836,-0.36773,1
-0.68816,0.60082,0
0.92915,-0.22286,0
-0.24471,-0.53810,1
-0.74794,-0.66891,0
0.45540,-0.31067,1
0.28987,-0.98922,0
0.94004,0.45324,0
0.59443,-0.15470,1
0.58564,0.89704,0
0.82660,0.43836,0
0.85169,-0.54656,0
0.38363,0.99750,0
-0.01223,-0.91523,0
-0.60595,0.00886,1
-0.08896,0.55746,1
0.04979,0.61404,1
-0.52571,-0.09053,1
0.53164,0.29923,1
-0.77439,-0.50355,0
0.41282,-0.96436,0
-0.93022,-0.13469,0
0.53684,-0.28714,1
0.52821,0.11345,1
-0.33340,0.56932,1
0.49672,0.28077,1
0.15283,-1.04850,0
0.68336,-0.70610,0
-0.08852,0.93473,0
-0.70268,0.68114,0
0.86983,-0.36018,0
0.64972,-0.67901,0
-0.43425,-0.30370,1
0.88123,0.53136,0
0.37057,-0.40499,1
-0.53134,0.85592,0
-0.88733,0.48402,0
-0.97485,0.15674,0
-0.89859,0.44052,0
-0.54529,-0.88668,0
-1.00977,-0.17489,0
-0.66736,0.13994,1
-0.25821,0.51911,1
-0.25617,-0.97677,0
-0.21084,-0.56427,1
-0.20982,0.52746,1
0.05401,1.04314,0
0.36352,-0.97109,0
-0.93271,-0.48005,0
-0.66221,0.75707,0
-0.57365,-0.12255,1
0.56237,0.01312,1
0.54349,0.21556,1
0.26743,-0.62571,1
0.75844,-0.79758,0
0.29644,0.40500,1
0.83535,0.51557,0
0.44546,-0.32067,1
-0.49490,0.19994,1
-0.38514,-0.96222,0
0.93819,0.32369,0
-0.13812,0.94352,0
-0.57064,-0.25324,1
0.15805,0.42732,1
0.61854,-0.81371,0
-0.86893,0.46742,0
-0.18906,1.02859,0
-0.48756,0.94550,0
-0.58438,0.83866,0
0.48877,0.44981,1
-1.00461,0.09178,0
0.34497,-0.49921,1
0.55635,-0.93498,0
-0.48600,-0.39472,1
-0.81244,0.61716,0
-0.39472,-0.88861,0
-0.57129,-0.31231,1
0.56632,0.75157,0
-0.29710,-0.96159,0
0.24492,-0.59102,1
0.31927,-0.57814,1
0.22264,-0.55096,1
-0.71036,-0.83261,0
-0.03532,1.00380,0
-0.62166,0.28732,1
-0.21929,-0.60415,1
0.63120,0.79082,0
-0.48563,-0.36825,1
-0.89405,0.56116,0
-0.82747,-0.61413,0
0.95662,0.16023,0
0.83732,-0.00726,0
-0.56332,-0.13412,1
-0.18961,-1.00657,0
0.93449,-0.32828,0
-0.58152,0.19731,1
0.17666,-0.56789,1
0.44596,0.36963,1
-0.34643,-0.43560,1
0.10306,0.94096,0
-0.61266,-0.20107,1
0.14272,-1.01161,0
-0.67862,-0.69624,0
0.30843,-0.92359,0
-0.66931,-0.14149,1
0.92657,-0.31676,0
-0.64671,0.11530,1
-0.98595,0.39812,0
0.31320,0.59857,1
-0.28810,0.56306,1
-0.42837,0.90933,0
-0.09803,1.00573,0
-0.73689,-0.73055,0
1.02594,-0.04473,0
0.47412,0.94277,0
0.51402,-0.23684,1
-0.06468,0.57806,1
-0.59365,0.76514,0
0.14511,0.45471,1
0.38439,0.92460,0
0.19575,-0.92063,0
0.25028,0.67313,1
0.19117,0.56745,1
-1.03953,0.29210,0
0.15043,-1.03160,0
-0.18069,0.66836,1
-0.26139,-0.53819,1
0.58017,0.80814,0
0.37815,0.43826,1
0.55039,0.25165,1
-0.36366,-0.48532,1
-0.57787,0.22157,1
0.07688,-0.53218,1
-1.05020,0.30042,0
-0.45923,0.92060,0
0.97332,0.09322,0
0.48601,0.73391,0
-0.17919,-0.58075,1
-0.63221,0.05871,1
-0.42501,-0.56501,1
0.59086,0.02295,1
-0.94710,-0.06411,0
0.56635,-0.29952,1
-0.80686,0.57801,0
-0.01322,-0.63099,1
0.42277,-0.41626,1
-0.19833,0.93667,0
0.03226,-0.96291,0
-0.48599,0.93033,0
-0.95810,-0.31762,0
-0.58110,-0.01731,1
0.62250,-0.04137,1
-0.38279,0.49403,1
-0.53122,-0.84004,0
-1.02347,0.03862,0
-0.40001,-0.51498,1
0.15257,0.56469,1
0.76512,-0.56130,0
0.30215,0.51920,1
-0.67696,0.64852,0
0.10521,0.61656,1
-0.47012,-0.38322,1
0.64019,0.20224,1
-0.52400,0.27986,1
-0.33222,0.48090,1
0.71050,0.68855,0
0.12272,0.46594,1
0.26080,-0.91748,0
0.28985,-0.97199,0
-0.10932,-0.54519,1
0.28854,-0.45739,1
-0.80166,-0.48426,0
-0.34216,1.05139,0
-0.38095,-0.52982,1
0.69391,-0.01756,1
-0.06347,-0.58789,1
-0.53664,0.24874,1
0.83430,0.58390,0
-0.54101,-0.26588,1
1.01160,0.42557,0
-0.94743,0.02281,0
0.97638,-0.01177,0
-0.77486,0.69547,0
-0.58857,-0.66093,0
-0.58993,-0.02789,1
-0.13232,0.91185,0
0.41897,-0.45541,1
0.58183,0.03582,1
-0.95537,0.27622,0
-0.49402,0.24426,1
0.49992,-0.37438,1
0.54368,0.17929,1
0.57193,-0.02044,1
-0.90780,-0.17312,0
-0.30698,-0.99721,0
-0.59459,-0.02741,1
-1.00591,0.06532,0
